source_type,source_code,nuts_code,nuts_label,source_url,source_version
kommune,klepp,NO0A1,Rogaland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kongsberg,NO085,Buskerud,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kongsvinger,NO020,Innlandet,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kragero,NO094,Telemark,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kristiansand,NO092,Agder,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kristiansund,NO0A3,Møre og Romsdal,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,krodsherad,NO085,Buskerud,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kvaefjord,NO072,Troms/Romsa/Tromssa,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kvaenangen,NO072,Troms/Romsa/Tromssa,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kvam,NO0A2,Vestland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kvinesdal,NO092,Agder,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kvinnherad,NO0A2,Vestland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kviteseid,NO094,Telemark,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kvitsoy,NO0A1,Rogaland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,laerdal,NO0A2,Vestland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,larvik,NO093,Vestfold,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lebesby,NO073,Finnmark/Finnmárku/Finmarkku,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,leirfjord,NO071,Nordland/Nordlánnda,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,leka,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lesja,NO020,Innlandet,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,levanger,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lier,NO085,Buskerud,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lierne,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lillehammer,NO020,Innlandet,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lillesand,NO092,Agder,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lillestrom,NO084,Akershus,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lindesnes,NO092,Agder,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,loabak,NO072,Troms/Romsa/Tromssa,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lodingen,NO071,Nordland/Nordlánnda,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lom,NO020,Innlandet,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,loppa,NO073,Finnmark/Finnmárku/Finmarkku,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lorenskog,NO084,Akershus,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,loten,NO020,Innlandet,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lund,NO0A1,Rogaland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lunner,NO084,Akershus,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,luroy,NO071,Nordland/Nordlánnda,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,luster,NO0A2,Vestland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lyngdal,NO092,Agder,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,lyngen,NO072,Troms/Romsa/Tromssa,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,malselv,NO072,Troms/Romsa/Tromssa,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,malvik,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,marker,NO083,Østfold,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,masfjorden,NO0A2,Vestland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,masoy,NO073,Finnmark/Finnmárku/Finmarkku,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,melhus,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,meloy,NO071,Nordland/Nordlánnda,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,meraker,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,midt telemark,NO094,Telemark,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,midtre gauldal,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,modalen,NO0A2,Vestland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,modum,NO085,Buskerud,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,molde,NO0A3,Møre og Romsdal,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,moskenes,NO071,Nordland/Nordlánnda,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,moss,NO083,Østfold,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,naeroysund,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,namsos,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,namsskogan,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,nannestad,NO084,Akershus,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,narvik,NO071,Nordland/Nordlánnda,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,nes,NO084,Akershus,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,nesbyen,NO085,Buskerud,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,nesna,NO071,Nordland/Nordlánnda,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,nesodden,NO084,Akershus,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,nissedal,NO094,Telemark,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,nittedal,NO084,Akershus,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,nome,NO094,Telemark,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
